sentenceID,labels.rhetClass,enrichmentSet.rhetClass,text
1814950P12S2,,EvidenceSentence,The Veteran and his wife
1814950P13S1,,Sentence,ATTORNEY FOR THE BOARD
1814950P14S2,,Sentence,"M. Lavan, Associate Counsel"
1814950P15S1,,Sentence,INTRODUCTION
1814950P16S2,,EvidenceSentence,The Veteran served on active duty from July 1974 to July 1977.
1814950P17S2,,ReasoningSentence,"This matter is before the Board of Veterans' Appeals (Board) on appeal from November 2009 and June 2013 rating decisions by the Department of Veterans Affairs (VA) Regional Office (RO) in Winston-Salem, North Carolina."
1814950P18S2,,EvidenceSentence,"In December 2014, the Veteran testified at a Board hearing before the undersigned Veterans Law Judge."
1814950P18S3,,Sentence,A transcript of this proceeding is associated with the claims file.
1814950P19S2,,EvidenceSentence,"This matter came before the Board in September 2016, at which time the Board remanded the matter for an addendum VA medical opinion and disability records."
1814950P19S3,,FindingSentence,"There has been substantial compliance with the remand; accordingly, further development is not necessary."
1814950P19S4,,CitationSentence,"See Stegall v. West, 11 Vet. App. 268 (1998)."
1814950P20S1,,Sentence,FINDINGS OF FACT
1814950P21S2,,Sentence,1.
1814950P21S3,,Sentence,The Veteran's PTSD was caused by a stressor that occurred after service.
1814950P22S2,,Sentence,2.
1814950P22S3,,FindingSentence,The Veteran's sleep apnea did not begin in service and is otherwise not related to service.
1814950P23S1,,Sentence,CONCLUSIONS OF LAW
1814950P24S2,,Sentence,1.
1814950P24S3,,FindingSentence,The criteria for service connection for PTSD have not been met.
1814950P24S4,,CitationSentence,"38 U.S.C. Â§Â§ 1110, 1116, 1154, 5107(b) (2012); 38 C.F.R. Â§Â§ 3.102, 3.303, 3.304, 4.125(a) (2017)."
1814950P25S2,,Sentence,2.
1814950P25S3,,FindingSentence,The criteria for service connection for sleep apnea have not been met.
1814950P25S4,,CitationSentence,"38 U.S.C. Â§Â§ 1110, 1116, 1154, 5107(b) (2012); 38 C.F.R. Â§Â§ 3.102, 3.303, 3.310 (2017)."
1814950P26S1,,Sentence,REASONS AND BASES FOR FINDINGS AND CONCLUSIONS
1814950P27S2,,Sentence,The Board has thoroughly reviewed all the evidence in the Veteran's claims file.
1814950P27S3,,LegalRuleSentence,"In every decision, the Board must provide a statement of the reasons or bases for its determination, adequate to enable an appellant to understand the precise basis for the Board's decision, as well as to facilitate review by the Court."
1814950P27S4,,CitationSentence,"38 U.S.C. Â§ 7104(d)(1); see Allday v. Brown, 7 Vet. App. 517, 527 (1995)."
1814950P27S5,,LegalRuleSentence,"Although the entire record must be reviewed by the Board, the Court has repeatedly found that the Board is not required to discuss, in detail, every piece of evidence."
1814950P27S6,,CitationSentence,"See Gonzales v. West, 218 F.3d 1378, 1380-81 (Fed. Cir. 2000); Dela Cruz v. Principi, 15 Vet. App. 143, 149 (2001) (rejecting the notion that the Veterans Claims Assistance Act mandates that the Board discuss all evidence)."
1814950P27S7,,LegalRuleSentence,"Rather, the law requires only that the Board address its reasons for rejecting evidence favorable to the appellant."
1814950P27S8,,CitationSentence,"See Timberlake v. Gober, 14 Vet. App. 122 (2000)."
1814950P27S9,,Sentence,"The analysis below focuses on the most salient and relevant evidence and on what this evidence shows, or fails to show, on the claim."
1814950P27S10,,LegalRuleSentence,The appellant must not assume that the Board has overlooked pieces of evidence that are not explicitly discussed herein.
1814950P27S11,,CitationSentence,See id.
1814950P28S2,,FindingSentence,The Board finds that VA's duties to notify and assist have been met.
1814950P28S3,,Sentence,"Except as discussed herein, the Veteran has not raised issues with the duties to notify or assist."
1814950P28S4,,CitationSentence,"See Scott v. McDonald, 789 F.3d 1375, 1381 (Fed. Cir. 2015) (holding that ""the Board's obligation to read filings in a liberal manner does not require the Board . . . to search the record and address procedural arguments when the veteran fails to raise them before the Board""); Dickens v. McDonald, 814 F.3d 1359 (Fed. Cir. 2016) (applying Scott to the duty to assist)."
1814950P28S5,,EvidenceSentence,"Moreover, while new evidence was received after the March 2017 Supplemental Statement of the Case, the Veteran waived RO consideration of the evidence."
1814950P29S2,,EvidenceSentence,"Further, the Veteran has not alleged any deficiency with the conduct of his hearing before the undersigned with respect to the duties discussed in Bryant v. Shinseki, 23 Vet. App. 488, 496-97 (2010)."
1814950P29S3,LegalRuleSentence,EvidenceSentence,"In this regard, the Federal Circuit ruled in Dickens v. McDonald, 814 F.3d 1359 (Fed. Cir. 2016) that a Bryant hearing deficiency was subject to the doctrine of issue exhaustion as laid out in Scott v. McDonald, 789 F.3d 1375 (Fed. Cir. 2015)."
1814950P29S4,,FindingSentence,"Thus, the Board need not discuss any potential Bryant problem because the Veteran has not raised that issue before the Board."
1814950P30S2,,EvidenceSentence,The pertinent regulations were provided to the Veteran in the Supplemental Statement of the Case and will not be repeated here.
1814950P31S2,,Sentence,Service Connection for PTSD
1814950P32S2,,EvidenceSentence,"The Veteran contends that he has a current diagnosis of PTSD related to stressors in-service, such as being racially-discriminated against and threatened by a superior officer."
1814950P32S3,EvidenceSentence,ReasoningSentence,"He testified that he did not complain about these incidents in service, which is why there is no record of them."
1814950P32S4,,EvidenceSentence,"Additionally, his sister submitted a statement contending that the Veteran was noticeably irritable, anxious, and depressed after he returned from service."
1814950P33S2,,FindingSentence,"The Board finds that the Veteran's testimony regarding racial discrimination and harassment in service is credible, but that the weight of the evidence does not link his PTSD to these stressors."
1814950P33S3,,EvidenceSentence,His service treatment records do not show treatment for or complaints of mental health issues and his psychiatric evaluation at separation was normal.
1814950P33S4,,EvidenceSentence,"In fact, the claims file does not show treatment for mental health issues until June 2005, when the Veteran was involved in a train accident."
1814950P34S2,,EvidenceSentence,The Veteran filed a disability claim with his employer following the accident and the medical records are associated with the claims file.
1814950P34S3,,EvidenceSentence,"In August 2005, he was referred for a psychiatric evaluation and reported a history of traumatic events that were only related to his work as a locomotive engineer."
1814950P34S4,,EvidenceSentence,"The final event occurred in June 2005, in which the train he was conducting hit a dump truck that was stopped on the train tracks."
1814950P34S5,,EvidenceSentence,"He reported that he experienced immediate psychological distress after the accident, including sleep problems, exhaustion, doubt, and he stopped working."
1814950P34S6,,EvidenceSentence,"The Veteran reported that he was in ""good health"" before the accident."
1814950P34S7,,EvidenceSentence,"When discussing his military history, he did not report experiencing racism, harassment, or mental health issues during or as a result of his military service, and specifically denied a previous history of psychiatric or psychological treatment except marital counseling."
1814950P34S8,,EvidenceSentence,He only reported that he was promoted and received an honorable discharge.
1814950P34S9,EvidenceSentence,Sentence,"Indeed, despite undergoing therapy sessions and psychiatric evaluations as a result of the accident and for his disability claim, the Veteran never mentioned his military service as an additional stressor."
1814950P34S10,,EvidenceSentence,These facts weigh heavily against any allegation he makes now that he experienced psychiatric symptoms ever since his military experiences.
1814950P34S11,,EvidenceSentence,"He was receiving psychiatric care and had ample opportunity to report such a history, yet he did not, and in fact he consistently linked onset of his psychiatric symptoms to his work-related stressors, especially the 2005 accident."
1814950P35S2,,EvidenceSentence,"In April 2009, the Veteran underwent a mental health evaluation at VA."
1814950P35S3,,EvidenceSentence,"The examiner documented that he had no history of psychiatric issues ""until he was in a work-related accident"" in 2005."
1814950P35S4,,EvidenceSentence,"After the accident, he experienced marital conflict and subsequently separated from his wife."
1814950P35S5,,EvidenceSentence,"The examiner further stated he became depressed ""[i]n the wake of the accident and the divorce."""
1814950P35S6,,EvidenceSentence,"Despite discussing his military history, the Veteran did not mention his military service as an additional stressor."
1814950P35S7,,EvidenceSentence,"The examiner documented that the Veteran had re-experiencing, avoidance, and hyperarousal symptoms since the accident."
1814950P35S8,,EvidenceSentence,"Again, the fact that he did not report a history of symptoms related to any military incident weighs against his claim."
1814950P36S2,,EvidenceSentence,"In September 2009, the Veteran mentioned experiencing racial discrimination in the military, but did not discuss his military service as a PTSD stressor until approximately December 2011, after he filed his claim for service connection."
1814950P37S2,,EvidenceSentence,"VA obtained a medical opinion to assist in determining whether the Veteran's PTSD was related to service, but the examiner stated she could not say without speculation that his trauma-related disorder was related to service because there are no medical records indicating he was treated for trauma-related symptoms secondary to his tenure in the military and he was diagnosed with PTSD after a job-related accident."
1814950P37S3,CitationSentence,EvidenceSentence,"See, e.g., October 2006 letter from Mr. B., licensed counselor (""I am writing this letter to state unequivocally that [the Veteran] still suffers from Posttraumatic Stress Disorder from that accident....""); see also August 2005 psychiatric evaluation by Dr. B.C."
1814950P38S2,,EvidenceSentence,"In sum, the service treatment records do not show mental health issues in service, the post-service medical records do not show treatment for psychiatric issues until the June 2005 accident, post-accident psychiatric evaluations relate his PTSD to his accident, and, while seeking medical treatment, the Veteran consistently reported that he did not experience psychiatric issues until the accident."
1814950P38S3,,EvidenceSentence,These statements he made in the course of receiving psychiatric care long before filing his claim with VA carry significant weight.
1814950P38S4,,ReasoningSentence,The Veteran's credibility is also affected by the fact that he made one assertion when seeking benefits from the railroad disability board (that his PTSD was due to the 2005 accident) and that he now states differently when seeking benefits from VA (that his PTSD was due to service).
1814950P39S1,ReasoningSentence,ReasoningSentence,"The Board considered the evidence supporting his claim, including his testimony, lay statements, and the September 2013 and March 2016 private psychiatric evaluations by Dr. H."
1814950P39S3,,EvidenceSentence,"As discussed extensively above, the psychiatric records prior to his VA claim show consistent reports of onset of psychiatric symptoms following the 2005 accident."
1814950P40S2,ReasoningSentence,EvidenceSentence,The Board accorded the psychiatric evaluations by Dr. H. little probative value because they are clearly based on an inaccurate and incomplete history.
1814950P40S3,,EvidenceSentence,Dr. H. did not indicate he reviewed any of the records associated with the Veteran's prior psychiatric treatment.
1814950P40S4,,ReasoningSentence,This is critically important in this case because Dr. H.'s opinions do not address or even mention the June 2005 accident.
1814950P40S5,,EvidenceSentence,"Every other medical record demonstrates this accident was a significant stressor for him and, according to the Veteran, triggered the onset of his psychiatric issues."
1814950P40S6,,EvidenceSentence,The fact that Dr. H. apparently did not know about this accident (as it is not mentioned in his letters) means his opinion that the Veteran's PTSD was related to service was woefully uninformed.
1814950P40S7,,ReasoningSentence,"To the extent Dr. H. relied on the Veteran's report that he had experienced nightmares and other PTSD symptoms since service, the Board also finds that those statements lack probative value."
1814950P40S8,,EvidenceSentence,"As discussed above, in years of psychiatric treatment before filing his claim with VA, the Veteran repeatedly dated onset of his symptoms to the 2005 accident."
1814950P40S9,,EvidenceSentence,"If he had, in fact, been experiencing nightmares for almost 30 years, it is reasonable to expect he would have reported this to his mental health providers."
1814950P40S10,ReasoningSentence,EvidenceSentence,"The fact that he not only never mentioned a decades-long history of nightmares, but that he affirmatively dated onset of symptoms to the 2005 accident, means his statements to Dr. H. were simply not credible."
1814950P40S11,ReasoningSentence,EvidenceSentence,"Therefore, Dr. H.'s opinions were based not only on an inaccurate history the Veteran gave him concerning his symptoms, but also on an inaccurate history of his stressors, since he was apparently not informed about the 2005 accident."
1814950P41S2,,FindingSentence,"In consideration of the medical and lay evidence, the Board finds that the preponderance of the evidence weighs against service connection for PTSD."
1814950P41S3,,ReasoningSentence,"In making this determination, the Board finds that the service treatment records, post-accident disability and medical records, and the Veteran's statements made seeking disability from his former employer outweigh his statements and the private psychiatric evaluations."
1814950P41S4,,FindingSentence,"Accordingly, the Board finds that service connection is not warranted and the claim must be denied."
1814950P41S5,,FindingSentence,"Again, the Board finds credible the Veteran's history of experiencing racial discrimination issues during service, but this did not cause his PTSD."
1814950P42S2,,Sentence,Service Connection for Sleep Apnea
1814950P43S2,,EvidenceSentence,The Veteran contends that he is entitled to service connection for sleep apnea on a direct or secondary basis.
1814950P43S3,,EvidenceSentence,"During the Board hearing, he testified that he has had trouble sleeping since service and his fellow service members witnessed him snoring."
1814950P43S4,,Sentence,"As the claim for PTSD is being denied, the Board will not discuss the Veteran's secondary claim."
1814950P44S2,,EvidenceSentence,"In support of his contentions, he has submitted numerous lay statements from coworkers, friends, and family."
1814950P44S3,,EvidenceSentence,"Relevantly, his sister stated that she lived at home when the Veteran returned from the military and she witnessed him snoring excessively at night following by periods of complete silence where he stopped breathing."
1814950P45S2,,FindingSentence,The Board finds that the weight of the evidence is against service connection for sleep apnea.
1814950P45S3,,EvidenceSentence,"The service treatment records, which appear to be complete, do not show complaints of or treatment for relevant symptoms, and a sleep-related disorder was not noted on the separation examination."
1814950P46S2,,EvidenceSentence,"Post-service treatment records received by the Railroad Retirement Board document sleep complaints related to his PTSD but no complaints specific to sleep apnea, such as gasping for air or snoring."
1814950P46S3,,EvidenceSentence,"VA treatment records show that he complained about difficulty falling and staying asleep in April 2009, but did not report issues with snoring and gasping for air until August 2011."
1814950P46S4,,EvidenceSentence,He underwent a sleep study and was ultimately diagnosed with severe obstructive sleep apnea in January 2012.
1814950P46S5,,EvidenceSentence,"At the sleep study, he reported experiencing difficulty sleeping and staying awake and daytime somnolence for years, but did not relate it to service at that time."
1814950P47S2,,Sentence,The Board considered the Veteran's contentions and the lay statements that support his claim.
1814950P47S3,,ReasoningSentence,"To the extent that they allege the Veteran has been experiencing sleep apnea since service, the Board finds that these statements are inconsistent with other evidence in the claims file and therefore lack probative value."
1814950P47S4,,EvidenceSentence,"Specifically, the Veteran's service records and separation examination did not document sleep-related problems, and he did not complain about symptoms specific to sleep apnea until approximately August 2011, despite seeking earlier treatment for sleep-related issues."
1814950P47S5,,EvidenceSentence,"Additionally, in November 2005, during a psychiatric evaluation, the Veteran reported that his sleeping problems began after the June 2005 accident."
1814950P47S6,,ReasoningSentence,The Board thus did not rely on these statements when making its decision.
1814950P48S2,,FindingSentence,"In consideration of the competent and credible evidence, the Board finds that the Veteran's sleep apnea did not begin in service and the claim for service connection for sleep apnea is denied."
1814950P49S1,,Sentence,ORDER
1814950P50S2,,Sentence,Service connection for PTSD is denied.
1814950P51S2,,Sentence,Service connection for sleep apnea is denied.
1814950P52S2,,Sentence,____________________________________________
1814950P53S2,,Sentence,MICHELLE L. KANE
1814950P54S2,,Sentence,"Veterans Law Judge, Board of Veterans' Appeals"
1814950P55S2,,Sentence,Department of Veterans Affairs
1814950P39S2,ReasoningSentence,ReasoningSentence,"The Board finds, however, that the lay statements that the Veteran has experienced symptoms since service are contradicted and outweighed by the service treatment records and post-accident medical reports."
1815018P1S1,,Sentence,Citation Nr: 1815018
1815018P2S1,,Sentence,Decision Date: 03/09/18    Archive Date: 03/19/18
1815018P3S1,,Sentence,DOCKET NO.  12-33 524A)	DATE
1815018P4S2,,Sentence,On appeal from the
1815018P5S2,,Sentence,"Department of Veterans Affairs Regional Office in St. Petersburg, Florida"
1815018P6S1,,Sentence,THE ISSUES
1815018P7S2,,Sentence,1.
1815018P7S3,,Sentence,"Entitlement to service connection for an acquired psychiatric disorder other than posttraumatic stress disorder (PTSD), to include anxiety not otherwise specified (NOS)."
1815018P8S2,,Sentence,2.
1815018P8S3,,Sentence,"Entitlement to service connection for sleep apnea, to include as secondary to service-connected PTSD."
1815018P9S2,,Sentence,3.
1815018P9S3,,Sentence,Entitlement to a total disability rating based on individual unemployability (TDIU).
1815018P10S1,,Sentence,REPRESENTATION
1815018P11S2,,Sentence,"Appellant represented by:Stacey P. Clark, Attorney"
1815018P12S1,,Sentence,ATTORNEY FOR THE BOARD
1815018P13S2,,Sentence,"S. Owen, Associate Counsel"
1815018P14S1,,Sentence,INTRODUCTION
1815018P15S2,,EvidenceSentence,The Veteran served on active duty from December 1966 to December 1969.
1815018P16S2,,FindingSentence,"This matter comes before the Board of Veterans' Appeals (Board) on appeal from a July 2012 rating decision of the Department of Veterans Affairs (VA) Regional Office (RO) in St. Petersburg, Florida, which, in pertinent part, denied service connection for anxiety disorder, NOS (claimed as PTSD, mood swings, and anxiety attacks) and entitlement to a total disability rating."
1815018P16S3,,Sentence,The Veteran filed a timely notice of disagreement (NOD) in August 2012 for the denial of service connection for a psychiatric disability.
1815018P17S2,,Sentence,"This matter also comes before the Board on appeal from an August 2014 rating decision of the RO in Huntington, West Virginia, which denied service connection for sleep apnea secondary to PTSD."
1815018P17S3,,Sentence,"Jurisdiction remained with the St. Petersburg, Florida RO."
1815018P17S4,,EvidenceSentence,The Veteran filed a timely NOD in September 2014.
1815018P18S2,,EvidenceSentence,"As to the claim for a TDIU, in a July 2012 letter, the Veteran indicated that he wished to withdraw his pending claim for TDIU."
1815018P18S3,,Sentence,"However, the RO adjudicated the claim in the July 2012 rating decision."
1815018P18S4,,Sentence,"In August 2012, the Veteran filed a NOD with the denial of service connection for a psychiatric disability and the RO construed the NOD as one for TDIU as well."
1815018P18S5,,EvidenceSentence,"In September 2012, the RO sent the Veteran a letter in which it acknowledged the Veteran's withdrawal of his NOD for TDIU and that no further action would be taken on the claim."
1815018P18S6,,EvidenceSentence,"However, the RO included the issue of entitlement to TDIU in a February 2014 statement of the case and the Veteran filed a VA Form 9 in March 2014."
1815018P19S2,,EvidenceSentence,"In a June 2015 decision, the Board found that given the RO's actions in continuing to adjudicate the TDIU claim after his July 2012 letter, the fact that there was no notice of disagreement at the time of the July 2012 letter, and his actions indicating a desire to continue the appeal once the RO undertook to adjudicate the claim after the July 2012 letter, the TDIU issue remained on appeal."
1815018P19S3,,Sentence,"Therefore, this claim is properly before the Board on appeal."
1815018P20S2,,Sentence,"In the June 2015 decision, the Board also remanded the case for further development of the record, including obtaining a VA examination and medical opinion."
1815018P20S3,,Sentence,There has been substantial compliance with the requested development.
1815018P20S4,,CitationSentence,"Stegall v. West, 11 Vet. App. 268 (1998); see Dyment v. West, 13 Vet. App. 141 (1999)."
1815018P21S2,,Sentence,"In an August 2017 rating decision, and during the pendency of the appeal, the RO granted service connection for PTSD."
1815018P21S3,,Sentence,"As a grant of service connection represents a grant of the benefits sought on appeal for this claim, this claim is no longer before the Board."
1815018P21S4,,EvidenceSentence,The Board notes that the Veteran has filed a NOD with the effective date and disability rating assigned for his PTSD.
1815018P21S5,,EvidenceSentence,"As the NOD was filed recently, the RO must be given time to respond to the NOD; therefore, the increased rating and earlier effective date claims remain before the RO."
1815018P22S2,,EvidenceSentence,"In October 2017 and January 2018, and subsequent to the August 2017 supplemental statement of the case, the Veteran submitted additional evidence in support of his claim for sleep apnea without waiver of initial RO review, and his claim for TDIU with a waiver of initial RO review."
1815018P22S3,,ReasoningSentence,"However, as the Board is remanding these claims as discussed below, the RO will have an opportunity to review all the submitted documents."
1815018P23S2,,Sentence,This appeal was processed using the Virtual VA and Veterans Benefits Management System (VBMS) paperless claims processing system.
1815018P23S3,,Sentence,"Accordingly, any future consideration of this case should take into consideration the existence of this electronic record."
1815018P24S1,,Sentence,The issues of entitlement to service connection for sleep apnea secondary to service-connected PTSD and entitlement to TDIU are addressed in the REMAND portion of the decision below and are REMANDED to the Agency of Original Jurisdiction (AOJ).
1815018P25S1,,Sentence,FINDING OF FACT
1815018P26S2,,FindingSentence,"The preponderance of the evidence reflects that the Veteran does not have an acquired psychiatric disorder other than PTSD due to any injury, disease or incident of his active duty service."
1815018P27S1,,Sentence,CONCLUSION OF LAW
1815018P28S2,,FindingSentence,The criteria for service connection for an acquired psychiatric disorder other than PTSD have not been met.
1815018P28S3,,CitationSentence,"38 U.S.C. Â§Â§ 1101, 1110, 5103, 5103A, 5107 (2017); 38 C.F.R. Â§Â§ 3.102, 3.159, 3.303, 3.304 (2017)."
1815018P29S1,,Sentence,REASONS AND BASES FOR FINDING AND CONCLUSION
1815018P30S2,,Sentence,Duties to Notify and Assist
1815018P31S2,,LegalRuleSentence,"The Veterans Claims Assistance Act of 2000 (VCAA), in part, describes VA's duties to notify and assist claimants in substantiating a claim for VA benefits."
1815018P31S3,,CitationSentence,"38 U.S.C. Â§Â§ 5100, 5103, 5013A, 5106, 5107, 5126 (2012); 38 C.F.R. Â§Â§ 3.102, 3.156(a), 3.159, 3.326(a) (2017)."
1815018P31S4,,LegalRuleSentence,"Upon receipt of a complete or substantially complete application for benefits, VA is required to notify the claimant and his or her representative of any information, and any medical or lay evidence, not of record (1) that is necessary to substantiate the claim; (2) that VA will seek to provide; and (3) that the claimant is expected to provide."
1815018P31S5,,CitationSentence,38 U.S.C. Â§ 5103(a); 38 C.F.R. Â§ 3.159(b).
1815018P31S6,,LegalRuleSentence,VCAA notice should be provided to a claimant before the initial unfavorable agency of original jurisdiction decision on a claim.
1815018P31S7,,CitationSentence,"Mayfield v. Nicholson, 444 F.3d 1328 (Fed. Cir. 2006)."
1815018P32S2,EvidenceSentence,Sentence,The Veteran was advised of VA's duties to notify and assist in the development of the claim at issue by notice letter dated in May 2011.
1815018P32S3,,CitationSentence,"See 38 U.S.C. Â§Â§ 5102, 5103, 5103A (2012); 38 C.F.R. Â§ 3.159 (2017); see also Scott v. McDonald, 789 F.3d 1375 (Fed. Cir. 2015)."
1815018P33S2,,LegalRuleSentence,The VCAA also provides that VA has a duty to assist claimants in obtaining evidence needed to substantiate a claim.
1815018P33S3,,CitationSentence,38 U.S.C. Â§ 5103A; 38 C.F.R Â§ 3.159(c).
1815018P33S4,,EvidenceSentence,"Here, the Veteran's service records, VA records, and private treatment records identified by the Veteran have been obtained and associated with the claims file."
1815018P33S5,,EvidenceSentence,The Veteran was afforded a VA examination for a mental disorder other than PTSD in June 2010.
1815018P33S6,EvidenceSentence,Sentence,The examination is of record.
1815018P33S7,,EvidenceSentence,"The Veteran was afforded VA examinations for PTSD in February 2012, April 2016, June 2017 and July 2017."
1815018P33S8,,EvidenceSentence,Those examinations are also of record.
1815018P33S9,,LegalRuleSentence,"To that end, when VA undertakes to either provide an examination or to obtain an opinion, it must ensure that the examination or opinion is adequate."
1815018P33S10,,CitationSentence,"Barr v. Nicholson, 21 Vet. App. 303, 312 (2007)."
1815018P33S11,,EvidenceSentence,"The VA examination reports reflect that relevant records were reviewed and the examiners personally interviewed and examined the Veteran, including eliciting a history from him, and offered opinions."
1815018P34S2,ReasoningSentence,Sentence,"The Veteran has been afforded a meaningful opportunity to participate effectively in the processing of the claim, including by submission of statements and arguments."
1815018P34S3,FindingSentence,ReasoningSentence,"Based upon the foregoing, the duties to notify and assist the Veteran have been met, and no further action is necessary to assist the Veteran in substantiating this claim."
1815018P35S2,,Sentence,Service Connection Laws and Regulations
1815018P36S2,,LegalRuleSentence,Service connection may be granted for disability resulting from disease or injury incurred in or aggravated by active service.
1815018P36S3,,CitationSentence,38 U.S.C. Â§ 1110; 38 C.F.R. Â§ 3.303(a).
1815018P36S4,,LegalRuleSentence,"Service connection may be granted for any disease diagnosed after discharge, when all the evidence, including that pertinent to service, establishes that the disease was incurred in service."
1815018P36S5,,CitationSentence,38 C.F.R. Â§ 3.303(d).
1815018P37S2,,LegalRuleSentence,"Service connection generally requires (1) medical evidence of a current disability; (2) medical or, in certain circumstances, lay evidence of in-service incurrence or aggravation of a disease or injury; and (3) medical evidence of a nexus between the claimed in-service disease or injury and the present disability."
1815018P37S3,,CitationSentence,"Shedden v. Principi, 381 F.3d 1163, 1167 (Fed. Cir. 2004)."
1815018P37S4,,LegalRuleSentence,"The U.S. Court of Appeals for Veterans Claims (Court) has held that ""Congress specifically limits entitlement to service-connected disease or injury to cases where such incidents have resulted in a disability."
1815018P37S5,LegalRuleSentence,Sentence,"In the absence of proof of a present disability, there can be no valid claim."""
1815018P37S6,,CitationSentence,"Brammer v. Derwinski, 3 Vet. App. 223, 225 (1992); see also Rabideau v. Derwinski, 2 Vet. App. 141, 143-44 (1992)."
1815018P38S2,,LegalRuleSentence,"In rendering a decision on appeal, the Board must analyze the credibility and probative value of the evidence, account for the evidence which it finds to be persuasive or unpersuasive, and provide the reasons for its rejection of any material evidence favorable to the claimant."
1815018P38S3,,CitationSentence,"Gabrielson v. Brown, 7 Vet. App. 36, 39-40 (1994); Gilbert v. Derwinski, 1 Vet. App. 49, 57 (1990)."
1815018P38S4,,LegalRuleSentence,Competency of evidence differs from weight and credibility.
1815018P38S5,,LegalRuleSentence,"Competency is a legal concept determining whether testimony may be heard and considered by the trier of fact, while credibility is a factual determination going to the probative value of the evidence to be made after the evidence has been admitted."
1815018P38S6,,CitationSentence,"Rucker v. Brown, 10 Vet. App. 67, 74 (1997); Layno v. Brown, 6 Vet. App. 465, 469 (1994); see also Cartright v. Derwinski, 2 Vet. App. 24, 25 (1991) (""although interest may affect the credibility of testimony, it does not affect competency to testify"")."
1815018P39S2,LegalRuleSentence,ReasoningSentence,"Competent medical evidence is evidence provided by a person who is qualified through education, training, or experience to offer medical diagnoses, statements, or opinions."
1815018P39S3,LegalRuleSentence,Sentence,It may also include statements conveying sound medical principles found in medical treatises.
1815018P39S4,,LegalRuleSentence,"Competent medical evidence may also include statements contained in authoritative writings, such as medical and scientific articles and research reports or analyses."
1815018P39S5,,CitationSentence,38 C.F.R. Â§ 3.159(a)(1).
1815018P40S2,,LegalRuleSentence,Lay assertions may serve to support a claim for service connection by establishing the occurrence of observable events or the presence of a disability or symptoms of disability subject to lay observation.
1815018P40S3,,CitationSentence,"38 U.S.C. Â§ 1154(a) (2012); 38 C.F.R. Â§ 3.303(a); Jandreau v. Nicholson, 492 F.3d 1372 (Fed. Cir. 2007); see also Buchanan v. Nicholson, 451 F.3d 1331, 1336 (Fed. Cir. 2006) (addressing lay evidence as potentially competent to support presence of disability even where not corroborated by contemporaneous medical evidence)."
1815018P40S4,,LegalRuleSentence,Lay evidence can be competent and sufficient to establish a diagnosis or etiology when (1) a lay person is competent to identify a medical condition; (2) the lay person is reporting a contemporaneous medical diagnosis; or (3) lay testimony describing symptoms at the time supports a later diagnosis by a medical professional.
1815018P40S5,,CitationSentence,"Davidson v. Shinseki, 581 F.3d 1313 (Fed. Cir. 2009)."
1815018P41S2,,LegalRuleSentence,"When there is an approximate balance of positive and negative evidence regarding the merits of an issue material to the determination of the matter, the benefit of the doubt in resolving each such issue shall be given to the veteran."
1815018P41S3,,CitationSentence,See 38 U.S.C. Â§ 5107 (2012); 38 C.F.R. Â§ 3.102 (2017).
1815018P42S2,,Sentence,Analysis
1815018P43S2,,Sentence,The Veteran contends that service connection is warranted for an acquired psychiatric disorder other than PTSD.
1815018P43S3,EvidenceSentence,FindingSentence,The Board notes that the Veteran has been service-connected for PTSD.
1815018P44S2,,EvidenceSentence,"On his October 1966 induction examination and October 1969 separation examination, the Veteran denied depression or excessive worry and nervous trouble of any sort."
1815018P44S3,,EvidenceSentence,"Upon objective examination, there were no findings of an abnormal psychiatric examination in October 1966, and upon separation, his psychiatric examination was normal."
1815018P44S4,,EvidenceSentence,The Veteran's service treatment records are silent for complaints of or treatment for a psychiatric disorder.
1815018P45S2,,EvidenceSentence,"Post-service VA treatment records reflect that in June 2005, the Veteran was examined for, but found to not have, major depressive disorder."
1815018P45S3,,EvidenceSentence,"In January 2010, the Veteran denied anxiety, but reported having nightmares and mood swings."
1815018P45S4,,EvidenceSentence,"In May 2010, he was diagnosed with moderate, recurrent major depressive disorder, rule out PTSD."
1815018P46S2,,EvidenceSentence,A June 2010 VA examination report reflects that the Veteran had been treated for major depression and that the Veteran reported being stressed and depressed after moving his family from New York to Puerto Rico ten years prior.
1815018P46S3,,EvidenceSentence,"However, he denied any significant anxiety."
1815018P46S4,,EvidenceSentence,The examiner disagreed with the Veteran's diagnosis of major depressive disorder and instead diagnosed the Veteran with an adjustment disorder with depressed mood due to situational stressors and transitions.
1815018P46S5,,EvidenceSentence,"Furthermore, as the Veteran denied treatment for a mental disorder in service, and the examiner's finding that the Veteran's adjustment disorder with depressed mood was relatively recent and due to situational stressors, the examiner opined that the Veteran's adjustment disorder was not caused by or a result of service."
1815018P47S2,,EvidenceSentence,VA treatment records reflect continued treatment for mental health.
1815018P47S3,,EvidenceSentence,"The Veteran's depressive disorder was noted to be resolved, but he continued to be diagnosed with anxiety disorder, NOS, with PTSD symptoms."
1815018P47S4,,CitationSentence,"See March 2011, November 2011, and January 2012 VA treatment records."
1815018P48S2,,EvidenceSentence,"A February 2012 examination report reflects that the Veteran reported experiencing a depressive affect, anxiety, and difficulty sleeping but denied suicidal or homicidal ideation or visual or auditory hallucinations."
